word,count,num_authors,original_forms
capt,35,4,capt
captain,2691,8,captain
captaincy,4,1,captaincy
captained,1,1,captained
captains,188,5,captains
capting,4,1,capting
caption,1,1,caption
captions,2,1,captions
captious,3,2,captious
captivate,3,3,captivate
captive,84,6,captive
captives,35,5,captives
captivity,67,5,captivity
captor,6,2,captor
captors,14,4,captors
capture,84,7,capture
captured,138,7,captured
captures,5,3,captures
capturing,12,5,capturing
capua,1,1,capua
capuchin,10,3,capuchin
capuchins,6,2,capuchins
capucines,2,1,capucines
capulet,3,2,capulet
capulets,1,1,capulets
caput,2,1,caput
carabobo,1,1,carabobo
caracalla,1,1,caracalla
carados,4,1,carados
carafe,2,2,carafe
caramba,8,3,caramba
caramel,1,1,caramel
carapace,1,1,carapace
carasposa,1,1,carasposa
carat,1,1,carat
carats,2,1,carats
caravan,28,5,caravan
caravans,11,5,caravans
caravels,1,1,caravels
caraway,2,1,caraway
carbine,6,2,carbine
carbines,6,2,carbines
carbolic,1,1,carbolic
carbon,5,3,carbon
carboned,1,1,carboned
carboy,1,1,carboy
carboys,4,1,carboys
carbuncle,92,2,carbuncle
carbuncly,1,1,carbuncly
carbury,2,1,carbury
carcanets,1,1,carcanets
carcase,14,4,carcase
carcases,5,4,carcases
carcass,45,6,carcass
carcasses,7,5,carcasses
card,168,8,card
cardan,5,1,cardan
cardboard,23,5,cardboard
cardew,32,1,cardew
cardiac,3,3,cardiac
cardiff,17,2,cardiff
cardinal,58,6,cardinal
cardinals,7,4,cardinals
carding,3,2,carding
cardrive,1,1,cardrive
cards,129,8,cards
cardtable,1,1,cardtable
care,1007,8,care
cared,184,8,cared
careened,5,2,careened
careening,6,2,careening
careens,2,1,careens
career,239,7,career
careered,2,2,careered
careering,12,4,careering
careers,15,3,careers
carefree,2,1,carefree
careful,253,8,careful
carefully,369,8,carefully
careless,146,8,careless
cares,133,8,cares
caress,33,5,caress
caressed,29,6,caressed
caresses,16,5,caresses
caressing,32,5,caressing
caretaker,17,2,caretaker
carew,4,2,carew
careworn,16,5,careworn
carey,7,3,carey
carfax,1,1,carfax
carfuls,1,1,carfuls
cargador,13,1,cargador
cargo,140,7,cargo
cargoes,17,5,cargoes
cariboo,1,1,cariboo
carico,1,1,carico
caricole,1,1,caricole
carillons,1,1,carillons
carimata,5,1,carimata
caring,31,6,caring
carious,2,1,carious
cark,2,1,cark
carking,2,2,carking
carkiss,1,1,carkiss
carl,1,1,carl
carla,1,1,carla
carle,1,1,carle
carlier,70,1,carlier
carline,2,1,carline
carlines,2,1,carlines
carlion,3,1,carlion
carlisle,11,4,carlisle
carlist,4,1,carlist
carlo,36,5,carlo
carloads,4,1,carloads
carlos,64,2,carlos
carlow,2,1,carlow
carlsbad,1,1,carlsbad
carlsr,1,1,carlsr
carlton,2,1,carlton
carlyle,12,3,carlyle
carman,5,2,carman
carmel,7,3,carmel
carmelite,2,1,carmelite
carmen,5,2,carmen
carmine,12,4,carmine
carminge,1,1,carminge
carn,1,1,carn
carnage,20,5,carnage
carnal,16,5,carnal
carnally,2,1,carnally
carnation,8,4,carnation
carneades,1,1,carneades
carnem,1,1,carnem
carnival,11,4,carnival
carnivora,2,1,carnivora
carnose,1,1,carnose
caro,4,2,caro
carob,1,1,carob
carol,3,2,carol
carolina,18,4,carolina
carolinas,3,1,carolinas
caroline,126,4,caroline
carolines,1,1,carolines
caroling,3,1,caroling
carols,1,1,carols
carolus,1,1,carolus
carom,2,1,carom
caroming,1,1,caroming
caroms,1,1,caroms
carouge,3,1,carouge
carouse,2,1,carouse
caroused,2,2,caroused
carouses,1,1,carouses
carousing,5,1,carousing
carozella,2,1,carozella
carp,4,1,carp
carped,1,1,carped
carpegne,2,1,carpegne
carpenter,209,7,carpenter
carpentry,6,4,carpentry
carper,1,1,carper
carpers,1,1,carpers
carpet,151,8,carpet
carpetbag,1,1,carpetbag
carpeted,21,6,carpeted
carpeting,9,3,carpeting
carpets,32,6,carpets
carpette,2,1,carpette
carping,4,2,carping
carpus,1,1,carpus
carr,31,1,carr
carra,3,1,carra
carracci,1,1,carracci
carrara,6,2,carrara
carreras,3,1,carreras
carreta,1,1,carreta
carretas,1,1,carretas
carriage,303,8,carriage
carriages,90,8,carriages
carribean,1,1,carribean
carrick,3,2,carrick
carried,810,8,carried
carrier,19,7,carrier
carriers,13,3,carriers
carries,111,7,carries
carrieth,1,1,carrieth
carril,1,1,carril
carrion,15,4,carrion
carrol,3,3,carrol
carroll,20,3,carroll
carron,1,1,carron
carronade,12,1,carronade
carrot,8,5,carrot
carrots,13,6,carrots
carrotty,1,1,carrotty
carroty,2,2,carroty
carry,539,8,carry
carryall,1,1,carryall
carryin,3,2,carryin
carrying,295,8,carrying
carryings,1,1,carryings
cars,110,7,cars
carson,58,2,carson
cart,119,7,cart
cartant,2,1,cartant
carted,10,4,carted
carter,184,4,carter
carteret,2,1,carteret
carters,11,5,carters
carthage,8,2,carthage
carthy,5,1,carthy
cartilage,3,2,cartilage
carting,2,2,carting
cartload,2,2,cartload
cartloads,4,4,cartloads
carton,1,1,carton
cartoon,2,1,cartoon
cartoons,4,3,cartoons
cartridge,12,4,cartridge
carts,26,6,carts
caruso,3,1,caruso
caruthers,5,1,caruthers
carve,36,8,carve
carved,233,6,carved
carven,33,4,carven
carver,29,5,carver
carvers,2,2,carvers
carvin,2,1,carvin
carving,72,8,carving
carvings,46,6,carvings
carwens,1,1,carwens
cary,3,2,cary
caryatid,1,1,caryatid
carysfort,1,1,carysfort
casa,72,2,casa
casanova,3,2,casanova
casaque,1,1,casaque
casca,5,2,casca
cascade,22,4,cascade
cascaded,1,1,cascaded
cascades,12,4,cascades
cascading,4,1,cascading
cascara,1,1,cascara
case,1605,8,case
cased,16,5,cased
casemates,1,1,casemates
casement,38,5,casement
casements,6,3,casements
casentine,1,1,casentine
caseroom,1,1,caseroom
cases,424,8,cases
caset,1,1,caset
casey,38,1,casey
cash,113,6,cash
cashed,6,4,cashed
cashel,10,1,cashel
cashier,11,3,cashier
cashiered,3,2,cashiered
cashing,1,1,cashing
cashman,2,1,cashman
cashmere,1,1,cashmere
casi,1,1,casi
casing,10,3,casing
casings,5,1,casings
casino,5,3,casino
casinos,1,1,casinos
cask,63,6,cask
casked,2,1,casked
casket,25,6,casket
caskets,3,3,caskets
caskhoop,1,1,caskhoop
casks,64,4,casks
caslon,1,1,caslon
caspar,4,1,caspar
casper,1,1,casper
casque,8,4,casque
casqued,1,1,casqued
cass,1,1,cass
cassandra,3,3,cassandra
cassi,10,1,cassi
cassia,1,1,cassia
cassias,6,1,cassias
cassidy,3,1,cassidy
cassiopea,1,1,cassiopea
cassius,4,3,cassius
cassock,8,3,cassock
cassone,2,1,cassone
cast,607,8,cast
castalian,2,2,castalian
castaly,5,2,castaly
castanet,1,1,castanet
castanets,3,3,castanets
castaway,13,2,castaway
castaways,12,3,castaways
caste,69,6,caste
casted,1,1,casted
casteele,1,1,casteele
castel,1,1,castel
caster,5,2,caster
casters,2,1,casters
castes,10,3,castes
castile,12,2,castile
castilian,8,2,castilian
castillan,1,1,castillan
castille,1,1,castille
castinets,1,1,castinets
casting,112,8,casting
castings,1,1,castings
castle,291,8,castle
castled,2,1,castled
castles,51,7,castles
castleton,1,1,castleton
castoff,2,1,castoff
castoffs,2,1,castoffs
castor,15,4,castor
castors,3,2,castors
castro,9,1,castro
casts,30,7,casts
castus,1,1,castus
casual,138,8,casual
casuality,1,1,casuality
casually,69,7,casually
casualty,7,2,casualty
casuist,6,4,casuist
casuistry,3,2,casuistry
casuists,4,1,casuists
cataclysm,9,4,cataclysm
catacomb,19,4,catacomb
catacombs,40,5,catacombs
catahoula,4,1,catahoula
catalan,1,1,catalan
catalani,1,1,catalani
catalog,1,1,catalog
catalogue,29,8,catalogue
catalonia,1,1,catalonia
catamaran,2,1,catamaran
catamenic,2,1,catamenic
catamite,1,1,catamite
catamount,2,1,catamount
catapult,3,1,catapult
catapults,3,1,catapults
cataract,32,6,cataract
cataracts,8,6,cataracts
catarrh,1,1,catarrh
catarrhal,1,1,catarrhal
catarrhs,2,1,catarrhs
catawba,2,1,catawba
catbird,1,1,catbird
catcalls,3,2,catcalls
catch,457,8,catch
catched,23,4,catched
catchee,3,1,catchee
catcher,3,2,catcher
catches,35,6,catches
catching,159,8,catching
catchment,1,1,catchment
catchpole,1,1,catchpole
catchy,2,2,catchy
catechism,16,4,catechism
catechist,1,1,catechist
catechize,1,1,catechize
category,7,4,category
categut,1,1,categut
cater,1,1,cater
catered,1,1,catered
caterer,1,1,caterer
caterers,1,1,caterers
catering,4,3,catering
cates,1,1,cates
catesby,3,2,catesby
catfish,13,1,catfish
catgut,2,1,catgut
catharine,14,2,catharine
cathay,5,3,cathay
cathays,1,1,cathays
cathedra,3,1,cathedra
cathedral,167,7,cathedral
catherine,21,5,catherine
catheter,1,1,catheter
catholic,117,7,catholic
catholics,29,5,catholics
catkins,1,1,catkins
catlike,1,1,catlike
catlings,1,1,catlings
catnip,5,2,catnip
cato,7,3,cato
catology,1,1,catology
catos,2,1,catos
catrine,1,1,catrine
cats,159,8,cats
catskill,1,1,catskill
catskills,1,1,catskills
catsup,2,2,catsup
catted,2,2,catted
cattegat,1,1,cattegat
cattle,201,8,cattle
cattlemen,5,2,cattlemen
catty,1,1,catty
catullus,1,1,catullus
caubeen,2,1,caubeen
caucasian,4,2,caucasian
caucasus,1,1,caucasus
caucus,7,4,caucus
caucusing,1,1,caucusing
caudal,4,2,caudal
caudam,1,1,caudam
caude,2,1,caude
caudle,1,1,caudle
caught,856,8,caught
caul,2,2,caul
cauldron,9,5,cauldron
cauldrons,1,1,cauldrons
caulfield,1,1,caulfield
caulk,3,2,caulk
caulked,3,2,caulked
caulking,5,2,caulking
cauls,1,1,cauls
caus,1,1,caus
causa,3,1,causa
causal,1,1,causal
causality,1,1,causality
causation,1,1,causation
cause,657,8,cause
caused,354,8,caused
causeless,7,4,causeless
causes,139,8,causes
causeway,14,6,causeway
causeways,1,1,causeways
causing,50,6,causing
caustic,9,6,caustic
cautels,2,2,cautels
caution,67,6,caution
cautioned,9,5,cautioned
cautious,95,7,cautious
cavalcade,30,6,cavalcade
cavalier,19,5,cavalier
cavaliere,4,1,cavaliere
cavaliers,17,5,cavaliers
cavalry,72,5,cavalry
cavan,3,1,cavan
cave,232,7,cave
caveat,1,1,caveat
caved,26,4,caved
caveman,1,1,caveman
cavemen,1,1,cavemen
cavendish,2,1,cavendish
cavern,123,8,cavern
caverned,2,1,caverned
cavernosa,1,1,cavernosa
cavernous,31,6,cavernous
caverns,47,8,caverns
caversham,116,1,caversham
caves,51,5,caves
caviare,2,2,caviare
cavil,7,5,cavil
cavilers,3,2,cavilers
cavin,1,1,cavin
caving,10,2,caving
cavities,7,4,cavities
cavity,23,6,cavity
cavort,1,1,cavort
cavortin,1,1,cavortin
cavorting,6,1,cavorting
cavour,2,1,cavour
cawed,1,1,cawed
cawing,6,4,cawing
cawings,1,1,cawings
cawn,1,1,cawn
cawnpore,11,1,cawnpore
caxton,1,1,caxton
cayenne,6,2,cayenne
cayote,20,1,cayote
cayotes,2,1,cayotes
cayta,28,1,cayta
cead,1,1,cead
cease,120,8,cease
ceased,464,8,ceased
ceaseless,47,7,ceaseless
ceases,25,7,ceases
ceasing,37,7,ceasing
cecil,105,3,cecil
cecilia,7,4,cecilia
cecily,256,1,cecily
cedar,37,6,cedar
cedarn,2,1,cedarn
cedars,4,3,cedars
cedarwood,1,1,cedarwood
ceded,5,2,ceded
cedre,2,1,cedre
cedrus,1,1,cedrus
ceeds,1,1,ceeds
ceilan,1,1,ceilan
ceiled,6,4,ceiled
ceilin,2,1,ceilin
ceiling,148,8,ceiling
ceilings,18,5,ceilings
cela,4,1,cela
celandine,1,1,celandine
celare,2,1,celare
celebes,5,1,celebes
celebrant,7,1,celebrant
celebrate,26,6,celebrate
celebrity,47,6,celebrity
celerity,18,5,celerity
celery,8,2,celery
celestial,104,6,celestial
celestine,2,1,celestine
celia,1,1,celia
celibacy,7,4,celibacy
celibate,5,3,celibate
cell,170,8,cell
cellar,149,7,cellar
cellarage,1,1,cellarage
cellared,1,1,cellared
cellarer,1,1,cellarer
cellars,31,5,cellars
celled,3,2,celled
cellini,12,4,cellini
cello,1,1,cello
cells,84,8,cells
cellular,1,1,cellular
celluloid,4,3,celluloid
celsus,2,1,celsus
celt,7,4,celt
celtic,9,2,celtic
celts,1,1,celts
celui,1,1,celui
cement,34,5,cement
cemented,7,5,cemented
cementing,1,1,cementing
cemetery,71,7,cemetery
cenar,3,1,cenar
cenci,14,4,cenci
cenotaph,3,1,cenotaph
cenotaphs,5,2,cenotaphs
censed,3,1,censed
censer,9,3,censer
censers,7,4,censers
censor,4,2,censor
censors,2,1,censors
censure,26,4,censure
censured,2,2,censured
censures,3,3,censures
censuring,2,1,censuring
census,24,4,census
censuses,1,1,censuses
cent,201,7,cent
centaur,7,4,centaur
centaurs,7,2,centaurs
center,128,4,center
centered,7,4,centered
centering,3,2,centering
centers,14,3,centers
centesimi,1,1,centesimi
centipede,7,4,centipede
centless,1,1,centless
centlivre,1,1,centlivre
cento,1,1,cento
central,192,8,central
centrally,6,2,centrally
centre,307,8,centre
centred,13,6,centred
centres,8,3,centres
cents,165,5,cents
centuried,3,1,centuried
centuries,329,8,centuries
centurion,3,3,centurion
century,493,8,century
ceoil,1,1,ceoil
cephalus,1,1,cephalus
cephioris,1,1,cephioris
cephissos,1,1,cephissos
cephron,3,1,cephron
ceppi,1,1,ceppi
ceramicus,1,1,ceramicus
cerberus,3,3,cerberus
cerbes,1,1,cerbes
cereals,1,1,cereals
cerebral,3,2,cerebral
cerebrum,1,1,cerebrum
cerecloth,1,1,cerecloth
cerements,7,2,cerements
ceremony,132,8,ceremony
cereno,15,1,cereno
ceres,5,4,ceres
cereus,2,1,cereus
cerro,2,1,cerro
cert,6,2,cert
certain,2037,8,certain
certainer,1,1,certainer
certaines,1,1,certaines
certainly,931,8,certainly
certainty,89,7,certainty
certein,1,1,certein
certes,6,2,certes
certified,4,2,certified
certifies,2,2,certifies
certify,6,4,certify
certitude,44,2,certitude
certo,1,1,certo
cerulean,1,1,cerulean
cervantes,3,3,cervantes
cervical,1,1,cervical
cervoni,7,1,cervoni
cervonis,1,1,cervonis
cesar,22,3,cesar
cesarea,7,1,cesarea
cesario,1,1,cesario
cespite,1,1,cespite
cess,2,1,cess
cessation,23,7,cessation
cessile,1,1,cessile
cession,2,2,cession
cesspool,4,3,cesspool
cesspools,1,1,cesspools
cestius,1,1,cestius
cestus,1,1,cestus
cetacea,3,1,cetacea
cetacean,3,1,cetacean
cetewayo,1,1,cetewayo
ceti,3,1,ceti
cetology,11,1,cetology
cets,1,1,cets
cette,11,4,cette
cetus,3,1,cetus
ceux,1,1,ceux
ceylon,28,4,ceylon
chace,7,3,chace
chacun,2,2,chacun
chad,2,2,chad
chadband,1,1,chadband
chaeronea,4,1,chaeronea
chafe,6,4,chafe
chafed,17,4,chafed
chafes,3,1,chafes
chaff,19,5,chaff
chaffed,5,3,chaffed
chaffer,2,2,chaffer
chaffing,7,3,chaffing
chaffings,1,1,chaffings
chaffs,1,1,chaffs
chafing,15,5,chafing
chafingly,2,1,chafingly
chafings,1,1,chafings
chagrin,16,5,chagrin
chagrined,7,3,chagrined
chain,272,8,chain
chained,59,7,chained
chainies,2,1,chainies
chaining,1,1,chaining
chainless,2,1,chainless
chains,157,8,chains
chair,842,8,chair
chairman,52,7,chairman
chairmen,1,1,chairmen
chairs,189,8,chairs
chaise,11,2,chaise
chaises,1,1,chaises
chait,1,1,chait
chalcote,1,1,chalcote
chaldaic,2,1,chaldaic
chaldean,3,1,chaldean
chaldee,5,3,chaldee
chalet,3,1,chalet
chalice,23,4,chalice
chaliced,1,1,chaliced
chalices,5,2,chalices
chalk,49,8,chalk
chalked,8,3,chalked
chalking,5,3,chalking
chalks,4,2,chalks
chalky,3,3,chalky
challenge,53,8,challenge
chamber,402,8,chamber
chambered,4,2,chambered
chamberer,1,1,chamberer
chambers,139,8,chambers
chameleon,13,5,chameleon
chamois,60,1,chamois
champ,3,3,champ
champagne,75,7,champagne
champaign,1,1,champaign
champak,1,1,champak
champakas,1,1,champakas
champed,2,2,champed
champing,10,5,champing
champion,56,6,champion
champions,16,5,champions
champs,1,1,champs
chanah,1,1,chanah
chance,828,8,chance
chanced,129,8,chanced
chancel,19,5,chancel
chancery,12,4,chancery
chances,131,7,chances
chancing,24,5,chancing
chancre,1,1,chancre
chancy,3,1,chancy
chandler,46,3,chandler
chandlers,1,1,chandlers
chandlery,1,1,chandlery
chandra,1,1,chandra
chang,23,4,chang
change,929,8,change
changed,605,8,changed
changedly,1,1,changedly
changeful,11,4,changeful
changer,1,1,changer
changers,2,1,changers
changes,177,8,changes
changeth,1,1,changeth
changez,1,1,changez
changing,135,8,changing
channel,124,7,channel
channeled,2,2,channeled
channels,44,7,channels
channing,5,3,channing
chanson,3,2,chanson
chanst,3,1,chanst
chant,52,6,chant
chantant,1,1,chantant
chanted,25,6,chanted
chanter,5,2,chanter
chanting,37,8,chanting
chantings,3,2,chantings
chantre,1,1,chantre
chants,13,3,chants
chanty,2,1,chanty
chaos,105,8,chaos
chaotic,13,6,chaotic
chap,211,8,chap
chaparral,1,1,chaparral
chapbook,2,1,chapbook
chapbooks,1,1,chapbooks
chapeau,10,1,chapeau
chapeaux,1,1,chapeaux
chapel,213,7,chapel
chapell,1,1,chapell
chapelle,5,4,chapelle
chapels,27,5,chapels
chaperon,1,1,chaperon
chapin,1,1,chapin
chaplain,83,6,chaplain
chaplains,6,2,chaplains
chaplet,2,2,chaplet
chaplets,5,2,chaplets
chapman,15,4,chapman
chapone,1,1,chapone
chapparal,1,1,chapparal
chapped,2,1,chapped
chaps,76,6,chaps
chapter,2733,8,chapter
chapters,70,8,chapters
char,1,1,char
chara,2,1,chara
charabia,1,1,charabia
character,1158,8,character
charades,11,4,charades
charcoal,38,7,charcoal
chardenal,2,1,chardenal
charenton,1,1,charenton
charge,460,8,charge
chargeant,1,1,chargeant
charged,189,6,charged
charger,16,4,charger
chargers,5,1,chargers
charges,49,7,charges
chargeth,1,1,chargeth
chargin,1,1,chargin
charging,42,6,charging
charily,2,2,charily
charing,15,7,charing
chariot,34,6,chariot
chariots,6,5,chariots
charities,26,4,charities
charity,260,7,charity
charlatan,3,3,charlatan
charles,579,7,charles
charley,75,4,charley
charlie,76,4,charlie
charlies,2,1,charlies
charlotte,7,4,charlotte
charm,355,8,charm
charmant,1,1,charmant
charmed,96,8,charmed
charmer,6,2,charmer
charmers,10,2,charmers
charmeuse,1,1,charmeuse
charmian,1,1,charmian
charmides,7,1,charmides
charmin,1,1,charmin
charming,303,7,charming
charms,95,7,charms
charnal,1,1,charnal
charnel,12,3,charnel
charogne,2,1,charogne
charolais,1,1,charolais
charon,5,2,charon
charonian,1,1,charonian
charred,32,5,charred
charring,4,1,charring
charrrgez,1,1,charrrgez
chart,55,6,chart
charta,2,1,charta
charted,6,3,charted
charter,20,6,charter
chartered,16,3,chartered
charters,3,3,charters
chartier,1,1,chartier
chartist,1,1,chartist
chartless,1,1,chartless
chartres,3,1,chartres
chartroom,2,1,chartroom
charts,26,5,charts
charwoman,3,1,charwoman
charwomen,1,1,charwomen
chary,5,3,chary
charybdis,5,1,charybdis
charyot,1,1,charyot
chas,2,2,chas
chase,249,8,chase
chased,87,8,chased
chaser,3,2,chaser
chasers,1,1,chasers
chases,4,4,chases
chasing,56,7,chasing
chasm,66,8,chasm
chasmed,1,1,chasmed
chasms,13,7,chasms
chasse,1,1,chasse
chassee,1,1,chassee
chasseur,1,1,chasseur
chasseurs,1,1,chasseurs
chassez,1,1,chassez
chaste,19,5,chaste
chastely,2,2,chastely
chasten,3,2,chasten
chastened,13,6,chastened
chastest,2,2,chastest
chastise,6,4,chastise
chastised,4,2,chastised
chastity,8,4,chastity
chasuble,65,2,chasuble
chasubles,1,1,chasubles
chat,83,8,chat
chateau,25,4,chateau
chateaux,1,1,chateaux
chates,2,1,chates
chatham,4,2,chatham
chatillon,4,1,chatillon
chats,3,2,chats
chatte,1,1,chatte
chatted,22,8,chatted
chattel,1,1,chattel
chattels,9,4,chattels
chatter,32,5,chatter
chattered,20,6,chattered
chatterer,4,1,chatterer
chatting,53,7,chatting
chattings,1,1,chattings
chatty,13,3,chatty
chau,8,1,chau
chaucer,17,4,chaucer
chaud,2,2,chaud
chauffer,2,1,chauffer
chauffeur,1,1,chauffeur
chauncey,1,1,chauncey
chauncy,4,1,chauncy
chaunting,2,1,chaunting
chaur,1,1,chaur
chaurs,1,1,chaurs
chausen,1,1,chausen
chaussee,1,1,chaussee
chausses,1,1,chausses
chaussons,1,1,chaussons
chavanes,3,1,chavanes
chaw,21,3,chaw
chawbacon,1,1,chawbacon
chawed,6,2,chawed
chawin,1,1,chawin
chawing,3,2,chawing
chawl,2,1,chawl
chawley,1,1,chawley
chawnce,1,1,chawnce
chawrge,1,1,chawrge
chaws,6,2,chaws
chazen,1,1,chazen
cheak,1,1,cheak
cheam,4,1,cheam
cheap,187,8,cheap
cheapen,2,1,cheapen
cheapened,1,1,cheapened
cheaper,23,6,cheaper
cheapest,14,6,cheapest
cheaply,18,7,cheaply
cheapness,11,4,cheapness
cheapside,8,3,cheapside
cheat,33,7,cheat
cheated,20,6,cheated
cheatham,1,1,cheatham
cheating,13,4,cheating
cheats,5,4,cheats
chebacco,1,1,chebacco
checaudum,1,1,checaudum
check,115,8,check
checked,125,7,checked
checker,12,4,checker
checkered,12,4,checkered
checkers,8,1,checkers
checking,23,6,checking
checkley,1,1,checkley
checkmate,1,1,checkmate
checks,22,5,checks
chee,1,1,chee
cheefully,1,1,cheefully
cheek,377,8,cheek
cheeked,39,4,cheeked
cheekes,1,1,cheekes
cheekily,1,1,cheekily
cheeks,306,8,cheeks
cheeky,10,4,cheeky
cheer,185,8,cheer
cheered,58,7,cheered
cheerer,1,1,cheerer
cheerful,250,8,cheerful
cheerier,3,3,cheerier
cheeriest,3,3,cheeriest
cheerily,46,7,cheerily
cheering,47,7,cheering
cheerings,1,1,cheerings
cheerio,1,1,cheerio
cheerless,33,5,cheerless
cheerly,8,2,cheerly
cheers,66,6,cheers
cheery,70,6,cheery
cheese,88,6,cheese
cheeseman,4,1,cheeseman
cheeses,4,2,cheeses
cheesy,2,2,cheesy
cheever,2,1,cheever
chef,8,4,chef
chefs,1,1,chefs
cheit,1,1,cheit
chel,5,1,chel
chelakka,1,1,chelakka
chelaship,1,1,chelaship
chelleeny,1,1,chelleeny
chelsea,21,3,chelsea
chelton,1,1,chelton
chemic,2,1,chemic
chemical,41,8,chemical
chemicals,13,4,chemicals
chemicus,1,1,chemicus
chemin,2,1,chemin
chemise,1,1,chemise
chemises,1,1,chemises
chemist,14,4,chemist
chemistry,12,7,chemistry
chemists,8,5,chemists
chemung,4,1,chemung
chenier,1,1,chenier
chenille,2,1,chenille
cheopian,1,1,cheopian
cheops,13,3,cheops
chepachet,7,1,chepachet
chepstow,1,1,chepstow
cheque,22,4,cheque
chequer,1,1,chequer
chequered,6,3,chequered
chequers,2,2,chequers
cheques,9,4,cheques
cher,5,2,cher
cherbourg,1,1,cherbourg
chercher,2,1,chercher
cherchez,2,2,cherchez
chere,4,2,chere
cheret,1,1,cheret
cherie,1,1,cherie
cherish,59,8,cherish
cherished,86,6,cherished
cherisher,1,1,cherisher
cherishes,6,2,cherishes
cheroot,15,2,cheroot
cheroots,1,1,cheroots
cherries,14,5,cherries
cherry,28,7,cherry
cherrying,1,1,cherrying
chertsey,2,1,chertsey
cherub,10,2,cherub
cherubic,1,1,cherubic
cherubim,5,3,cherubim
cherubs,7,4,cherubs
cherwell,1,1,cherwell
ches,1,1,ches
chesham,3,1,chesham
cheshire,28,5,cheshire
chess,33,7,chess
chessmen,5,3,chessmen
chest,355,7,chest
chested,10,3,chested
chester,8,2,chester
chestnote,1,1,chestnote
chestnut,28,6,chestnut
chestnuts,11,5,chestnuts
chests,87,6,chests
chettle,2,2,chettle
cheval,3,3,cheval
chevalier,41,4,chevalier
chevaux,1,1,chevaux
cheveley,279,1,cheveley
cheveleys,1,1,cheveleys
chevron,1,1,chevron
chevrons,1,1,chevrons
chew,19,5,chew
chewed,31,6,chewed
chewer,1,1,chewer
chewers,1,1,chewers
chewing,45,6,chewing
chews,4,2,chews
chez,4,2,chez
chiaja,5,2,chiaja
chianti,1,1,chianti
chibouk,1,1,chibouk
chibouks,2,1,chibouks
chibouque,1,1,chibouque
chic,1,1,chic
chica,3,1,chica
chicago,32,6,chicago
chicane,1,1,chicane
chiccory,1,1,chiccory
chicha,4,1,chicha
chick,7,3,chick
chickasaw,2,2,chickasaw
chicken,76,6,chicken
chickens,54,5,chickens
chicks,4,3,chicks
chico,2,1,chico
chicot,2,1,chicot
chide,4,4,chide
chided,2,2,chided
chides,4,2,chides
chiding,8,5,chiding
chief,1084,8,chief
chiefest,23,4,chiefest
chiefly,195,7,chiefly
chiefs,180,5,chiefs
chieftain,13,5,chieftain
chien,10,1,chien
chiens,1,1,chiens
chiffons,1,1,chiffons
chiffres,1,1,chiffres
chil,16,1,chil
child,1696,8,child
childbed,2,1,childbed
childe,7,3,childe
childern,1,1,childern
