word,count,num_authors,original_forms
brisked,1,1,brisked
brisken,1,1,brisken
brisker,4,3,brisker
brisket,3,2,brisket
briskets,1,1,briskets
brisking,1,1,brisking
briskly,79,7,briskly
briskness,7,4,briskness
brissac,1,1,brissac
brisson,1,1,brisson
bristle,4,2,bristle
bristled,9,7,bristled
bristles,15,4,bristles
bristlin,1,1,bristlin
bristling,39,7,bristling
bristly,2,1,bristly
bristol,13,6,bristol
bristow,1,1,bristow
brit,10,1,brit
britain,77,7,britain
britannia,11,5,britannia
britannic,2,1,britannic
britches,7,1,britches
brith,1,1,brith
british,319,8,british
britisher,3,1,britisher
briton,17,4,briton
britons,12,5,britons
brittains,1,1,brittains
brittany,4,4,brittany
brittle,28,6,brittle
brittlest,1,1,brittlest
brixham,1,1,brixham
brixton,1,1,brixton
broach,8,4,broach
broached,5,3,broached
broaches,4,2,broaches
broaching,1,1,broaching
broad,811,8,broad
broadbent,1,1,broadbent
broadbit,1,1,broadbit
broadbrim,1,1,broadbrim
broadcast,12,3,broadcast
broaden,2,1,broaden
broadened,13,5,broadened
broadens,1,1,broadens
broader,23,6,broader
broadest,11,2,broadest
broadly,20,7,broadly
broadside,25,4,broadside
broadsmen,1,1,broadsmen
broadtoed,1,1,broadtoed
broadway,47,3,broadway
broadways,1,1,broadways
brocade,9,3,brocade
brocaded,7,3,brocaded
brocades,3,2,brocades
brochure,1,1,brochure
brockden,1,1,brockden
brocken,1,1,brocken
brockley,4,1,brockley
brodder,1,1,brodder
brodie,1,1,brodie
brogans,3,2,brogans
brogue,10,4,brogue
brogues,8,1,brogues
broidered,12,4,broidered
broidery,2,2,broidery
broil,4,3,broil
broiled,8,5,broiled
broiling,7,5,broiling
broils,3,2,broils
broke,669,8,broke
broken,970,8,broken
brokenly,7,3,brokenly
broker,15,6,broker
brokerage,1,1,brokerage
brokers,14,4,brokers
broking,1,1,broking
brollies,1,1,brollies
bromley,1,1,bromley
brompton,2,1,brompton
brompy,1,1,brompy
bronchial,2,2,bronchial
broncho,1,1,broncho
brons,1,1,brons
bronte,3,3,bronte
bronze,144,6,bronze
bronzed,22,5,bronzed
bronzelid,1,1,bronzelid
bronzes,10,3,bronzes
broo,1,1,broo
brooch,32,5,brooch
brooches,1,1,brooches
brood,69,7,brood
brooddam,1,1,brooddam
brooded,44,8,brooded
brooder,1,1,brooder
brooding,113,8,brooding
broodings,1,1,broodings
broods,28,7,broods
brook,145,8,brook
brooke,3,2,brooke
brooked,5,2,brooked
brooklet,2,2,brooklet
brooklets,1,1,brooklets
brookline,2,2,brookline
brooklyn,11,3,brooklyn
brooks,25,6,brooks
brookside,3,1,brookside
broom,58,6,broom
brooms,7,5,brooms
brophy,2,1,brophy
bros,2,1,bros
broth,12,5,broth
brothel,2,1,brothel
brothels,4,3,brothels
brother,1126,8,brother
brotherly,21,5,brotherly
brothers,224,8,brothers
broths,1,1,broths
brough,2,2,brough
brougham,10,3,brougham
broughams,2,2,broughams
brought,1800,8,brought
brow,376,8,brow
browbeat,2,2,browbeat
browed,29,5,browed
brown,801,8,brown
browne,61,5,browne
browned,7,5,browned
browner,2,1,browner
brownest,1,1,brownest
brownie,2,1,brownie
browning,35,5,browning
brownish,6,4,brownish
browns,8,4,browns
brows,73,7,brows
browse,5,3,browse
browsed,1,1,browsed
browsers,7,1,browsers
browsing,15,4,browsing
browsings,1,1,browsings
brrfoo,1,1,brrfoo
brrr,3,1,brrr
brrrr,1,1,brrrr
brrrrrr,1,1,brrrrrr
bruat,5,1,bruat
bruce,8,4,bruce
brud,1,1,brud
bruere,1,1,bruere
bruin,7,3,bruin
bruis,2,1,bruis
bruise,15,5,bruise
bruised,48,8,bruised
bruiser,4,3,bruiser
bruises,16,4,bruises
bruising,9,5,bruising
bruit,2,1,bruit
bruited,6,3,bruited
brummagem,1,1,brummagem
brummel,1,1,brummel
brummell,1,1,brummell
brun,1,1,brun
brunaschi,2,1,brunaschi
brunei,1,1,brunei
brunette,5,2,brunette
brunettes,1,1,brunettes
brunetto,1,1,brunetto
brung,8,2,brung
bruni,1,1,bruni
brunig,1,1,brunig
brunny,3,1,brunny
bruno,402,3,bruno
brunswick,13,5,brunswick
brunt,9,4,brunt
brunts,1,1,brunts
brunzo,1,1,brunzo
brush,176,8,brush
brushed,99,8,brushed
brushes,30,6,brushes
brushful,2,2,brushful
brushing,44,8,brushing
brushtray,1,1,brushtray
brushup,2,1,brushup
brushwood,11,5,brushwood
brushwork,1,1,brushwork
bruskly,1,1,bruskly
brusque,23,2,brusque
brusquely,24,2,brusquely
brussels,5,2,brussels
brut,1,1,brut
brutal,82,6,brutal
brutality,24,4,brutality
brutally,21,4,brutally
brute,169,8,brute
brutelike,1,1,brutelike
brutes,50,6,brutes
brutish,9,5,brutish
brutus,19,6,brutus
bryant,5,2,bryant
bryerman,1,1,bryerman
bryerson,1,1,bryerson
brynhild,1,1,brynhild
bsal,1,1,bsal
bthnk,1,1,bthnk
bubble,63,7,bubble
bubbled,8,5,bubbled
bubbles,42,8,bubbles
bubbling,56,7,bubbling
bubbly,3,2,bubbly
bubs,4,1,bubs
bucanier,3,1,bucanier
bucaniers,2,1,bucaniers
buccal,1,1,buccal
buccaneer,8,4,buccaneer
buccleugh,2,1,buccleugh
buchanan,8,2,buchanan
bucharest,1,1,bucharest
buck,211,6,buck
bucked,1,1,bucked
bucker,1,1,bucker
bucket,114,6,bucket
bucketful,2,2,bucketful
buckets,39,6,buckets
buckhurst,2,1,buckhurst
bucking,2,1,bucking
buckish,1,1,buckish
buckland,1,1,buckland
buckle,15,5,buckle
buckled,12,5,buckled
buckler,8,5,buckler
bucklered,1,1,bucklered
bucklers,3,2,bucklers
buckles,13,6,buckles
bucklet,1,1,bucklet
buckley,1,1,buckley
buckleys,1,1,buckleys
buckling,8,4,buckling
buckner,3,1,buckner
bucko,2,1,bucko
buckram,3,3,buckram
buckramed,1,1,buckramed
bucks,10,2,bucks
buckshot,7,2,buckshot
buckskin,18,2,buckskin
buckstone,43,1,buckstone
buckteeth,1,1,buckteeth
buckwheat,9,4,buckwheat
bucolic,1,1,bucolic
budapest,2,1,budapest
budd,63,2,budd
budded,4,3,budded
buddh,1,1,buddh
buddha,5,3,buddha
buddhi,1,1,buddhi
buddhist,1,1,buddhist
buddhists,4,2,buddhists
budding,25,6,budding
budge,54,6,budge
budged,8,3,budged
budgers,1,1,budgers
budges,1,1,budges
budget,6,2,budget
budgets,1,1,budgets
budging,1,1,budging
budgy,1,1,budgy
budhism,1,1,budhism
buds,25,6,buds
buena,4,3,buena
buenas,2,1,buenas
bueno,7,1,bueno
buenos,8,3,buenos
buff,24,4,buff
buffalo,47,7,buffalo
buffaloes,14,5,buffaloes
buffalos,1,1,buffalos
buffer,2,1,buffer
buffet,4,3,buffet
buffeted,8,4,buffeted
buffeting,5,4,buffeting
buffets,2,1,buffets
buffon,2,1,buffon
buffoon,2,2,buffoon
bugabu,1,1,bugabu
bugbear,8,3,bugbear
bugbears,2,2,bugbears
bugg,2,2,bugg
bugged,2,1,bugged
bugger,9,1,bugger
buggers,2,1,buggers
buggerum,1,1,buggerum
buggery,1,1,buggery
buggies,5,2,buggies
buggy,31,3,buggy
bugis,8,1,bugis
bugle,38,4,bugle
bugler,6,1,bugler
buglers,3,3,buglers
bugles,18,4,bugles
bugs,22,3,bugs
buhram,7,1,buhram
buil,1,1,buil
build,219,8,build
builded,12,4,builded
builder,22,7,builder
builders,30,6,builders
buildin,1,1,buildin
building,402,8,building
buildings,174,7,buildings
builds,14,4,builds
built,593,8,built
bulangi,3,1,bulangi
bulb,12,6,bulb
bulbous,7,4,bulbous
bulbously,1,1,bulbously
bulbs,3,2,bulbs
bulbul,1,1,bulbul
bulgar,1,1,bulgar
bulgaria,2,1,bulgaria
bulgarian,1,1,bulgarian
bulge,13,5,bulge
bulged,12,4,bulged
bulges,3,3,bulges
bulgin,1,1,bulgin
bulging,29,6,bulging
bulgy,1,1,bulgy
bulk,179,7,bulk
bulked,1,1,bulked
bulkeley,2,1,bulkeley
bulkhead,39,5,bulkhead
bulkheads,8,2,bulkheads
bulkier,3,2,bulkier
bulkily,1,1,bulkily
bulks,3,3,bulks
bulky,51,7,bulky
bull,176,8,bull
bulldog,7,3,bulldog
bulldogs,3,3,bulldogs
bulled,1,1,bulled
bullet,94,7,bullet
bulletin,33,4,bulletin
bulletins,5,1,bulletins
bullets,42,6,bullets
bullfight,1,1,bullfight
bullfrog,30,2,bullfrog
bullfrogs,3,2,bullfrogs
bullgine,1,1,bullgine
bullied,8,5,bullied
bullier,4,1,bullier
bullies,7,3,bullies
bulliest,4,1,bulliest
bulliness,2,2,bulliness
bullion,23,6,bullion
bullioned,1,1,bullioned
bullism,1,1,bullism
bullivant,2,1,bullivant
bullneck,1,1,bullneck
bullnose,1,1,bullnose
bullock,22,5,bullock
bullocks,21,5,bullocks
bulloigne,1,1,bulloigne
bullorom,1,1,bullorom
bullring,1,1,bullring
bulls,21,6,bulls
bullseye,1,1,bullseye
bully,48,5,bully
bullyboy,1,1,bullyboy
bullyin,1,1,bullyin
bullying,14,3,bullying
bullyrag,4,1,bullyrag
bulrush,1,1,bulrush
bulrushes,7,4,bulrushes
bulwark,20,5,bulwark
bulwarks,124,3,bulwarks
bulwell,1,1,bulwell
bulwer,4,3,bulwer
bumble,6,4,bumble
bumblebee,2,2,bumblebee
bumboat,1,1,bumboat
bumgut,1,1,bumgut
bummer,5,2,bummer
bummers,2,1,bummers
bump,14,5,bump
bumped,13,4,bumped
bumper,7,4,bumper
bumpers,5,2,bumpers
bumping,16,5,bumping
bumpings,1,1,bumpings
bumpkin,11,3,bumpkin
bumpkins,5,3,bumpkins
bumps,6,3,bumps
bumpshire,1,1,bumpshire
bumptious,3,2,bumptious
bumpy,1,1,bumpy
bums,1,1,bums
bumshow,1,1,bumshow
bunbury,39,1,bunbury
bunburyed,1,1,bunburyed
bunch,109,8,bunch
bunched,8,3,bunched
bunches,51,7,bunches
bunching,1,1,bunching
bunchy,1,1,bunchy
bunco,2,1,bunco
buncombe,8,2,buncombe
bunder,3,1,bunder
bundle,102,8,bundle
bundled,7,4,bundled
bundles,52,7,bundles
bundling,4,3,bundling
bundwa,2,1,bundwa
bung,13,3,bung
bungalow,90,3,bungalow
bungalows,10,2,bungalows
bungay,3,1,bungay
bunged,7,2,bunged
bungellow,1,1,bungellow
bunger,13,1,bunger
bunghole,1,1,bunghole
bungholes,1,1,bungholes
bungle,2,2,bungle
bungled,1,1,bungled
bungler,2,2,bungler
bunglers,1,1,bunglers
bungling,6,3,bungling
bungs,21,1,bungs
bunions,3,1,bunions
bunk,82,4,bunk
bunker,33,4,bunker
bunkers,1,1,bunkers
bunks,28,3,bunks
bunkum,6,1,bunkum
bunn,1,1,bunn
bunny,1,1,bunny
buns,32,2,buns
bunser,1,1,bunser
bunt,9,4,bunt
bunthorne,1,1,bunthorne
bunting,12,3,bunting
buntlines,1,1,buntlines
bunts,3,2,bunts
bunyan,15,3,bunyan
bunyanish,1,1,bunyanish
buon,5,2,buon
buonaroba,1,1,buonaroba
buonconte,1,1,buonconte
buoy,51,6,buoy
buoyancy,19,5,buoyancy
buoyant,38,6,buoyant
buoyantly,6,2,buoyantly
buoyed,9,4,buoyed
buoying,2,1,buoying
buoys,20,3,buoys
burbage,3,1,burbage
burbled,1,1,burbled
burch,1,1,burch
burden,234,8,burden
burdened,40,5,burdened
burdening,2,2,burdening
burdens,26,5,burdens
burdette,1,1,burdette
burdock,6,3,burdock
burdocks,3,2,burdocks
burdon,2,1,burdon
bureau,27,5,bureau
bureaus,2,2,bureaus
buren,2,1,buren
burg,1,1,burg
burgeoned,1,1,burgeoned
burgeons,1,1,burgeons
burgess,15,2,burgess
burgesses,1,1,burgesses
burgh,2,1,burgh
burgher,4,3,burgher
burghers,2,2,burghers
burglar,51,5,burglar
burglars,24,4,burglars
burglary,5,2,burglary
burgoo,6,1,burgoo
burgoyne,2,1,burgoyne
burgund,2,1,burgund
burgundy,27,5,burgundy
burial,155,7,burial
burials,6,4,burials
buried,478,8,buried
buries,12,4,buries
burk,1,1,burk
burke,57,3,burke
burkers,2,1,burkers
burkes,1,1,burkes
burlap,1,1,burlap
burleigh,3,3,burleigh
burlesque,7,3,burlesque
burley,1,1,burley
burliest,1,1,burliest
burliness,1,1,burliness
burlings,1,1,burlings
burly,35,5,burly
burma,3,2,burma
burmese,1,1,burmese
burn,181,8,burn
burnaby,1,1,burnaby
burnand,1,1,burnand
burne,19,2,burne
burned,232,8,burned
burner,7,3,burner
burners,4,4,burners
burnet,2,2,burnet
burneth,1,1,burneth
burnett,3,2,burnett
burney,3,1,burney
burning,375,8,burning
burnings,2,1,burnings
burnish,1,1,burnish
burnished,37,6,burnished
burnous,1,1,burnous
burns,237,7,burns
burnt,138,8,burnt
burnuss,1,1,burnuss
burnz,1,1,burnz
burr,2,2,burr
burra,2,1,burra
burro,1,1,burro
burros,2,1,burros
burroughs,2,2,burroughs
burrow,14,4,burrow
burrowed,10,4,burrowed
burrower,3,3,burrower
burrowing,14,6,burrowing
burrows,7,1,burrows
burrs,5,3,burrs
bursar,1,1,bursar
bursley,1,1,bursley
burst,565,8,burst
bursted,3,1,bursted
bursting,101,8,bursting
bursts,54,7,bursts
burthen,5,3,burthen
burton,21,4,burton
burtons,5,1,burtons
bury,130,8,bury
buryin,1,1,buryin
burying,44,7,burying
busby,1,1,busby
bush,120,7,bush
bushe,12,1,bushe
bushel,26,4,bushel
bushels,13,2,bushels
bushes,194,7,bushes
bushman,2,2,bushman
bushmen,4,2,bushmen
bushmills,1,1,bushmills
bushy,34,8,bushy
busied,37,6,busied
busier,3,2,busier
busies,1,1,busies
busiest,4,2,busiest
busily,40,6,busily
busin,1,1,busin
busine,1,1,busine
business,1578,8,business
businum,1,1,businum
busk,2,1,busk
buskin,2,2,buskin
buskined,1,1,buskined
buskins,6,3,buskins
busks,2,1,busks
buss,2,2,buss
bust,96,6,bust
busted,29,1,busted
buster,1,1,buster
busting,2,1,busting
bustle,67,8,bustle
bustled,12,6,bustled
bustlers,1,1,bustlers
bustles,2,2,bustles
bustling,40,6,bustling
bustlings,1,1,bustlings
bustpads,1,1,bustpads
busts,20,6,busts
busy,281,8,busy
busybody,3,2,busybody
busying,8,5,busying
butcher,93,8,butcher
butchered,17,4,butchered
butchers,24,4,butchers
butchery,7,3,butchery
butler,73,8,butler
butlere,1,1,butlere
butlers,4,2,butlers
buts,3,2,buts
butt,69,6,butt
butted,6,3,butted
buttend,2,1,buttend
butter,142,7,butter
buttercup,2,1,buttercup
buttered,22,3,buttered
butterfly,79,7,butterfly
butteries,2,2,butteries
buttering,2,2,buttering
butterly,2,1,butterly
butternut,1,1,butternut
buttery,1,1,buttery
buttevant,2,1,buttevant
butting,14,4,butting
buttocks,3,2,buttocks
button,82,7,button
buttoned,52,7,buttoned
buttoning,21,5,buttoning
buttons,142,8,buttons
buttress,6,3,buttress
butts,16,5,butts
butty,1,1,butty
buxom,6,4,buxom
buxton,4,3,buxton
buybull,1,1,buybull
buyer,5,4,buyer
buyers,3,2,buyers
buyin,1,1,buyin
buying,59,8,buying
buys,21,7,buys
buzrael,1,1,buzrael
buzz,49,6,buzz
buzzard,8,3,buzzard
buzzards,5,2,buzzards
buzzed,18,6,buzzed
buzzer,1,1,buzzer
buzzes,1,1,buzzes
buzzin,1,1,buzzin
buzzing,45,6,buzzing
byam,1,1,byam
byby,4,1,byby
bycocket,2,1,bycocket
byculla,2,2,byculla
byes,3,2,byes
byeway,1,1,byeway
bygone,68,8,bygone
bygones,10,2,bygones
bylaws,1,1,bylaws
byles,6,1,byles
bymeby,6,1,bymeby
bypaths,1,1,bypaths
byplay,2,2,byplay
byragee,2,1,byragee
byramjee,1,1,byramjee
byrd,5,2,byrd
byre,2,2,byre
byres,1,1,byres
byrne,30,1,byrne
byron,78,7,byron
byrons,1,1,byrons
bystander,12,6,bystander
bystreet,1,1,bystreet
bytimes,1,1,bytimes
bytte,3,1,bytte
byward,1,1,byward
byways,7,5,byways
byword,6,3,byword
bywords,1,1,bywords
byzantine,4,3,byzantine
byzantium,5,3,byzantium
cabaco,6,1,cabaco
cabalists,1,1,cabalists
caballero,9,2,caballero
cabals,1,1,cabals
caban,1,1,caban
cabanis,2,1,cabanis
cabbage,45,6,cabbage
cabbaged,1,1,cabbaged
cabbages,22,5,cabbages
cabbaging,1,1,cabbaging
cabbies,1,1,cabbies
cabby,8,3,cabby
cabildo,5,1,cabildo
cabin,691,7,cabin
cabined,4,2,cabined
cabinet,73,7,cabinet
cabinets,12,4,cabinets
cabins,56,4,cabins
cable,105,5,cable
cabled,8,4,cabled
cablegram,3,2,cablegram
cables,32,4,cables
cabletow,1,1,cabletow
cabling,1,1,cabling
cabman,37,6,cabman
cabmen,4,3,cabmen
cabolic,1,1,cabolic
cabool,1,1,cabool
caboose,7,1,caboose
cabot,2,1,cabot
cabra,2,1,cabra
cabrank,1,1,cabrank
cabs,15,5,cabs
cachalot,10,1,cachalot
cachalots,1,1,cachalots
cache,11,2,cache
cached,1,1,cached
cachou,1,1,cachou
cachous,1,1,cachous
cachuchad,1,1,cachuchad
caciques,2,1,caciques
cackle,6,4,cackle
cackled,4,3,cackled
cackles,4,2,cackles
cackling,14,5,cackling
cacophony,2,1,cacophony
cacti,1,1,cacti
cactus,10,4,cactus
cactuses,3,2,cactuses
cadaver,1,1,cadaver
cadby,1,1,cadby
caddies,1,1,caddies
caddis,1,1,caddis
caddo,2,1,caddo
caddy,2,1,caddy
cade,4,2,cade
cadeau,1,1,cadeau
cadell,1,1,cadell
cadence,28,7,cadence
cadenced,6,2,cadenced
cadences,13,7,cadences
cadet,7,3,cadet
cadets,5,2,cadets
cadetship,1,1,cadetship
cadge,2,2,cadge
cadged,2,2,cadged
cadges,1,1,cadges
cadging,5,2,cadging
cadi,1,1,cadi
cadiz,19,3,cadiz
cadmus,3,2,cadmus
cadogan,1,1,cadogan
cadre,1,1,cadre
cads,1,1,cads
caduceus,1,1,caduceus
caerleon,1,1,caerleon
caesar,101,6,caesar
caesarean,1,1,caesarean
caesarian,1,1,caesarian
caesarism,3,1,caesarism
caesars,10,4,caesars
cafe,43,3,cafe
cafes,5,2,cafes
cafeteria,2,2,cafeteria
caff,1,1,caff
caffraria,1,1,caffraria
caffre,3,1,caffre
caffres,1,1,caffres
caffrey,47,1,caffrey
caftan,3,2,caftan
cage,42,5,cage
caged,10,5,caged
cages,2,1,cages
cagework,1,1,cagework
cagliari,2,1,cagliari
cahill,3,1,cahill
cahn,2,1,cahn
cahoone,1,1,cahoone
caiaphas,1,1,caiaphas
cain,36,7,cain
caine,1,1,caine
cains,1,1,cains
caique,1,1,caique
caiques,1,1,caiques
cair,1,1,cair
cairn,3,2,cairn
cairns,3,1,cairns
cairo,67,4,cairo
caitiff,6,4,caitiff
caitive,1,1,caitive
caius,10,4,caius
cajole,4,3,cajole
cajoled,10,2,cajoled
cajoles,2,1,cajoles
cajoling,2,1,cajoling
cake,107,7,cake
caked,15,4,caked
cakes,81,8,cakes
cakeshop,1,1,cakeshop
cakeshops,1,1,cakeshops
cakewalk,1,1,cakewalk
cakey,2,2,cakey
caking,1,1,caking
caky,1,1,caky
calabash,54,2,calabash
calaboose,9,1,calaboose
calabooza,36,1,calabooza
calabozo,1,1,calabozo
calabria,1,1,calabria
calabrian,1,1,calabrian
calais,4,2,calais
calamity,137,6,calamity
calash,5,1,calash
calashes,5,1,calashes
calaveras,10,1,calaveras
calc,5,1,calc
calcasieu,1,1,calcasieu
calcata,1,1,calcata
calced,1,1,calced
calcined,5,3,calcined
calculate,20,7,calculate
calculus,1,1,calculus
calcutta,46,4,calcutta
calder,2,1,calder
calderon,1,1,calderon
caldron,9,4,caldron
caldrons,3,2,caldrons
caledonia,3,2,caledonia
calendar,96,6,calendar
calendars,2,2,calendars
calends,1,1,calends
calendula,4,1,calendula
calenture,1,1,calenture
calf,68,6,calf
calfs,1,1,calfs
calhoun,5,1,calhoun
caliban,15,2,caliban
calibans,1,1,calibans
caliber,1,1,caliber
calibers,1,1,calibers
calibre,10,3,calibre
calibres,3,1,calibres
calico,61,5,calico
calicoes,6,2,calicoes
calif,1,1,calif
californy,4,1,californy
caligula,4,3,caligula
calipee,1,1,calipee
calipees,1,1,calipees
calipers,2,2,calipers
caliph,4,3,caliph
calixtus,3,2,calixtus
calk,2,2,calk
calked,3,1,calked
calkers,2,1,calkers
calking,1,1,calking
calklatin,1,1,calklatin
call,1783,8,call
calla,2,1,calla
callaghan,8,1,callaghan
callan,11,1,callan
callao,17,3,callao
callay,1,1,callay
callbox,1,1,callbox
callboy,2,1,callboy
calle,17,3,calle
called,2213,8,called
calledst,1,1,calledst
caller,11,4,caller
callers,10,2,callers
callest,9,3,callest
callicles,1,1,callicles
callin,8,2,callin
callinan,7,1,callinan
calling,356,8,calling
callinger,2,1,callinger
callings,9,2,callings
calliope,1,1,calliope
callipees,1,1,callipees
callipyge,1,1,callipyge
callixtus,2,1,callixtus
callooh,1,1,callooh
callous,28,7,callous
calloused,2,2,calloused
callow,8,5,callow
calls,248,8,calls
calm,669,8,calm
calme,3,1,calme
calmed,31,6,calmed
calmer,28,7,calmer
calmest,6,3,calmest
calmez,2,1,calmez
calming,12,5,calming
calmly,227,8,calmly
calmness,59,7,calmness
calms,40,4,calms
calmuc,5,1,calmuc
calomel,4,2,calomel
caloric,7,2,caloric
calorical,2,1,calorical
calp,1,1,calp
calpe,2,2,calpe
calpensis,1,1,calpensis
calpornus,1,1,calpornus
calumet,5,3,calumet
calumets,2,1,calumets
calumnies,4,4,calumnies
calumny,17,4,calumny
calvary,14,3,calvary
calve,3,2,calve
calves,32,4,calves
calvin,7,2,calvin
calvinism,1,1,calvinism
calvinist,3,1,calvinist
calydon,1,1,calydon
calypso,2,2,calypso
calyx,1,1,calyx
camacho,1,1,camacho
caman,1,1,caman
camanche,2,1,camanche
camaron,5,1,camaron
camaum,1,1,camaum
cambenet,3,1,cambenet
cambodge,1,1,cambodge
cambrian,10,2,cambrian
cambric,8,3,cambric
cambrics,1,1,cambrics
cambridge,18,6,cambridge
cambyses,3,1,cambyses
camden,10,4,camden
came,5550,8,came
camees,1,1,camees
camel,53,7,camel
camellia,1,1,camellia
camelot,32,2,camelot
camels,33,4,camels
cameo,10,4,cameo
cameos,3,3,cameos
camera,10,4,camera
cameras,2,2,cameras
camerista,5,1,camerista
cameron,5,2,cameron
camerons,2,1,camerons
camest,1,1,camest
camilla,1,1,camilla
camillus,1,1,camillus
camino,4,1,camino
camisole,1,1,camisole
camma,2,1,camma
cammin,1,1,cammin
camoens,12,1,camoens
camomile,1,1,camomile
camorra,3,1,camorra
camorras,1,1,camorras
camp,397,7,camp
campagna,23,5,campagna
campaign,54,6,campaign
campaigns,18,3,campaigns
campanile,4,3,campanile
campanini,1,1,campanini
campbell,61,6,campbell
campeachy,1,1,campeachy
campeader,1,1,campeader
camped,35,4,camped
campfire,3,1,campfire
camphire,1,1,camphire
camphor,4,4,camphor
camping,19,5,camping
campings,1,1,campings
campis,1,1,campis
campo,50,2,campo
campong,16,1,campong
campongs,2,1,campongs
campoodie,1,1,campoodie
camps,30,5,camps
campstool,3,1,campstool
campus,3,1,campus
campwards,1,1,campwards
camus,1,1,camus
cana,1,1,cana
canaan,18,5,canaan
canada,38,5,canada
canadas,1,1,canadas
canadian,13,4,canadian
canadians,2,2,canadians
canaille,6,2,canaille
canakin,1,1,canakin
canal,118,7,canal
canaller,2,1,canaller
canallers,8,1,canallers
canallia,2,1,canallia
canals,16,6,canals
canard,2,2,canard
canaries,10,4,canaries
canaris,1,1,canaris
canary,17,5,canary
canayjin,1,1,canayjin
cancan,1,1,cancan
cancel,3,2,cancel
canceled,1,1,canceled
cancelled,2,2,cancelled
cancer,15,5,cancer
cancerous,3,2,cancerous
candahar,1,1,candahar
candia,1,1,candia
candid,46,6,candid
candidacy,2,1,candidacy
candidate,51,6,candidate
candide,1,1,candide
candidly,33,7,candidly
candied,1,1,candied
candies,2,2,candies
candle,270,8,candle
candlebox,1,1,candlebox
candlelit,1,1,candlelit
candlemas,3,1,candlemas
candlery,8,1,candlery
candles,169,8,candles
candor,8,2,candor
candour,22,5,candour
candy,34,4,candy
candying,1,1,candying
cane,157,8,cane
canebrake,3,2,canebrake
canes,38,4,canes
canice,2,1,canice
caniculus,1,1,caniculus
canine,15,3,canine
canines,3,2,canines
caning,1,1,caning
canis,1,1,canis
canister,5,3,canister
canisters,5,2,canisters
canker,6,3,canker
cankered,8,3,cankered
cankering,2,2,cankering
cankerous,3,2,cankerous
cankers,1,1,cankers
cann,1,1,cann
cannakin,1,1,cannakin
cannakins,1,1,cannakins
cannel,3,2,cannel
cannell,1,1,cannell
canneries,1,1,canneries
cannes,1,1,cannes
cannibal,55,6,cannibal
cannibals,48,4,cannibals
cannikin,3,1,cannikin
cannily,1,1,cannily
canning,5,3,canning
canninge,1,1,canninge
cannister,4,1,cannister
cannon,129,6,cannon
cannonade,4,3,cannonade
cannoned,2,1,cannoned
cannoneer,1,1,cannoneer
cannons,1,1,cannons
cannot,1383,8,cannot
canny,5,5,canny
canoe,362,5,canoe
canoed,1,1,canoed
canoes,140,4,canoes
canon,34,6,canon
canonic,1,1,canonic
canonical,5,4,canonical
canonise,1,1,canonise
canonized,9,3,canonized
canons,16,5,canons
canopied,16,4,canopied
canopies,10,4,canopies
canopy,75,6,canopy
canova,4,2,canova
canow,1,1,canow
canrobert,1,1,canrobert
cans,19,7,cans
canst,67,6,canst
cant,46,5,cant
cantab,2,1,cantab
cantalice,1,1,cantalice
cantat,1,1,cantat
canted,12,3,canted
canteen,5,2,canteen
canteens,7,2,canteens
cantels,1,1,cantels
canter,9,5,canter
cantered,3,3,cantered
cantering,8,4,cantering
canters,1,1,canters
canticle,2,1,canticle
canticles,1,1,canticles
canting,8,3,canting
cantle,1,1,cantle
canto,14,2,canto
canton,13,4,canton
cantoned,1,1,cantoned
cantoni,1,1,cantoni
cantons,1,1,cantons
cantos,3,3,cantos
cantrell,3,1,cantrell
cantwell,3,1,cantwell
canty,97,1,canty
cantys,1,1,cantys
canute,4,2,canute
canv,2,1,canv
canvas,264,8,canvas
canvases,7,6,canvases
canvass,11,6,canvass
canvassed,16,3,canvassed
canvasser,9,1,canvasser
canyon,19,3,canyon
canyons,4,2,canyons
canzonet,3,1,canzonet
caoc,1,1,caoc
caolte,1,1,caolte
caows,2,1,caows
capable,293,8,capable
capablest,2,1,capablest
capac,1,1,capac
capacious,38,7,capacious
capacity,155,8,capacity
capall,1,1,capall
capataz,206,1,capataz
capbell,1,1,capbell
cape,273,7,cape
capecoat,1,1,capecoat
capel,10,1,capel
capella,1,1,capella
capello,1,1,capello
caper,13,4,caper
capered,14,5,capered
capering,23,6,capering
capernaum,15,1,capernaum
capers,17,5,capers
capes,27,6,capes
capet,2,1,capet
capful,1,1,capful
capiat,1,1,capiat
capillary,3,3,capillary
capin,3,1,capin
capital,257,8,capital
capitally,3,2,capitally
capitals,41,6,capitals
capitis,1,1,capitis
capitol,62,4,capitol
capitols,2,1,capitols
capo,2,2,capo
capon,2,1,capon
capons,2,2,capons
caporali,2,1,caporali
capote,2,1,capote
capotes,4,3,capotes
capped,15,7,capped
capping,4,3,capping
cappoquin,1,1,cappoquin
capreas,1,1,capreas
caprera,2,1,caprera
caprese,1,1,caprese
capri,5,3,capri
caprice,40,5,caprice
caprices,11,5,caprices
capricorn,7,3,capricorn
caprioles,2,1,caprioles
caps,80,7,caps
capsicum,1,1,capsicum
capsize,7,3,capsize
capsized,12,5,capsized
capsizes,1,1,capsizes
capsizing,5,1,capsizing
capstan,48,3,capstan
capstans,3,3,capstans
capstone,1,1,capstone
capsule,5,1,capsule
